Customer_ID,Gender,Senior_Citizen,Partner,Dependents,Contract_Type,Target,Internet_Service_Type,Phone_Service,Multiple_Lines,Tech_Support,Online_Security,Online_Backup,Device_Protection,Streaming_TV,Streaming_Movies,Plan_Price_Tier,Payment_Method,Paperless_Billing,Auto_Payment,Monthly_Charges,Total_Charges,Tenure_Months,Internet_Usage_GB,Calls_Minutes,Customer_Satisfaction_Score
C000059,female,False,True,True,two year,False,no,yes,True,False,False,False,False,False,False,Low,credit card (automatic),False,True,24.95,894.3,34,1.91,207.0,8.7
C000060,female,False,False,False,two year,False,fiber optic,yes,True,True,False,False,True,True,True,Premium,credit card (automatic),False,True,107.5,7853.7,72,112.38,400.0,7.1
C000061,female,False,True,False,month-to-month,False,fiber optic,yes,True,False,False,False,True,True,True,Premium,electronic check,False,False,100.5,4707.1,47,98.1,118.0,10.0
C000062,male,False,False,False,month-to-month,False,fiber optic,yes,True,False,False,True,False,True,False,Premium,bank transfer (automatic),True,True,89.9,5450.7,60,88.97,357.0,7.4
C000063,male,False,True,False,two year,False,dsl,no,False,False,True,True,True,False,False,Standard,bank transfer (automatic),True,True,42.1,2962.0,72,7.1,15.0,7.9
C000064,female,False,True,True,one year,False,dsl,yes,False,True,False,False,True,False,False,Standard,credit card (automatic),False,True,54.4,957.1,18,10.34,95.0,6.1
C000065,female,False,False,False,month-to-month,True,fiber optic,yes,True,False,False,False,False,True,True,Premium,electronic check,False,False,94.4,857.25,9,98.46,493.0,5.1
C000066,female,False,False,False,month-to-month,False,dsl,yes,False,True,False,True,False,True,True,Standard,electronic check,False,False,75.3,244.1,3,29.37,244.0,5.3
C000067,male,False,True,False,one year,False,fiber optic,yes,True,False,False,True,False,False,False,Premium,electronic check,False,False,78.9,3650.35,47,78.54,171.0,9.0
C000068,female,False,False,False,two year,False,dsl,yes,False,True,False,True,True,True,True,Standard,mailed check,True,False,79.2,2497.2,31,28.78,123.0,8.8
C000069,female,False,True,True,two year,False,no,yes,False,False,False,False,False,False,False,Low,bank transfer (automatic),True,True,20.15,930.9,50,2.01,230.0,9.6
C000070,male,False,False,False,month-to-month,False,fiber optic,yes,False,False,True,False,True,False,False,Premium,mailed check,True,False,79.85,887.35,10,76.62,238.0,7.1
C000071,male,False,False,False,month-to-month,False,dsl,yes,False,True,False,False,False,False,False,Standard,mailed check,True,False,49.05,49.05,1,16.52,259.0,8.2
C000072,female,False,True,True,one year,False,no,yes,False,False,False,False,False,False,False,Low,electronic check,False,False,20.4,1090.65,52,7.89,223.0,8.7
C000073,male,True,True,True,two year,False,fiber optic,yes,True,True,True,False,True,True,True,Premium,bank transfer (automatic),True,True,111.6,7099.0,64,111.42,306.0,8.3
C000074,male,False,True,True,two year,False,no,yes,True,False,False,False,False,False,False,Low,bank transfer (automatic),True,True,24.25,1424.6,62,8.07,215.0,7.0
C000075,female,False,False,True,month-to-month,False,dsl,yes,False,True,True,False,False,False,True,Standard,bank transfer (automatic),True,True,64.5,177.4,3,6.25,75.0,5.0
C000076,female,True,False,False,one year,False,fiber optic,yes,True,False,True,True,True,True,True,Premium,electronic check,False,False,110.5,6139.5,56,114.61,236.0,8.4
C000077,female,False,False,False,one year,False,dsl,yes,False,False,False,False,False,False,True,Standard,credit card (automatic),False,True,55.65,2688.85,46,17.13,36.0,7.4
C000078,female,False,True,True,month-to-month,False,dsl,yes,False,False,True,True,False,False,False,Standard,mailed check,True,False,54.65,482.25,8,14.9,281.0,7.7
C000079,male,True,False,False,month-to-month,False,dsl,yes,False,False,True,True,False,True,True,Standard,electronic check,False,False,74.75,2111.3,30,22.88,161.0,8.9
C000080,female,False,True,True,one year,False,no,yes,True,False,False,False,False,False,False,Low,credit card (automatic),False,True,25.9,1216.6,45,0.0,264.0,7.6
C000081,female,False,False,True,month-to-month,True,fiber optic,yes,False,False,False,False,False,True,False,Premium,electronic check,False,False,79.35,79.35,1,78.25,368.0,3.1
C000082,female,False,True,True,month-to-month,False,dsl,no,False,False,True,False,False,True,True,Standard,electronic check,False,False,50.55,565.35,11,16.95,2.0,5.5
C000083,female,False,True,False,month-to-month,True,fiber optic,yes,False,False,False,False,True,False,False,Premium,bank transfer (automatic),True,True,75.15,496.9,7,82.54,345.0,3.5
C000084,female,False,False,False,month-to-month,False,fiber optic,yes,False,True,False,True,True,True,True,Premium,bank transfer (automatic),True,True,103.8,4327.5,42,101.21,210.0,10.0
C000085,female,False,True,False,two year,False,no,yes,False,False,False,False,False,False,False,Low,bank transfer (automatic),True,True,20.15,973.35,49,0.0,407.0,8.7
C000086,male,False,False,False,month-to-month,False,fiber optic,yes,True,False,False,True,False,True,True,Premium,credit card (automatic),False,True,99.3,918.75,9,96.79,217.0,8.4
C000087,female,False,True,False,one year,False,dsl,yes,False,False,True,False,False,True,False,Standard,bank transfer (automatic),True,True,62.15,2215.45,35,23.22,174.0,7.3
C000088,female,False,True,True,two year,False,no,yes,False,False,False,False,False,False,False,Low,bank transfer (automatic),True,True,20.65,1057.0,48,1.85,311.0,7.7
C000089,female,False,True,True,two year,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,19.95,927.1,46,0.0,210.0,9.4
C000090,male,False,True,False,month-to-month,False,dsl,no,False,False,False,False,False,True,False,Standard,mailed check,True,False,33.75,1009.25,29,12.69,3.0,7.2
C000091,male,False,True,True,month-to-month,False,fiber optic,yes,False,False,False,True,True,False,False,Premium,bank transfer (automatic),True,True,82.05,2570.2,30,82.54,206.0,8.9
C000092,male,True,False,False,month-to-month,False,fiber optic,yes,False,True,False,False,False,False,False,Premium,electronic check,False,False,74.7,74.7,1,79.54,245.0,7.5
C000093,male,False,True,True,two year,False,dsl,yes,True,True,True,False,True,True,True,Standard,mailed check,True,False,84.0,5714.25,66,21.69,370.0,10.0
C000094,female,False,False,False,month-to-month,False,fiber optic,yes,True,False,True,True,True,True,True,Premium,credit card (automatic),False,True,111.05,7107.0,65,109.41,75.0,9.3
C000095,male,False,False,False,two year,False,fiber optic,yes,True,False,False,True,True,True,True,Premium,bank transfer (automatic),True,True,100.9,7459.05,72,98.94,252.0,9.2
C000096,female,False,False,False,month-to-month,True,fiber optic,yes,True,False,True,False,False,False,False,Premium,electronic check,False,False,78.95,927.35,12,71.63,306.0,4.1
C000097,male,False,True,True,one year,False,dsl,yes,True,True,True,True,False,False,False,Standard,credit card (automatic),False,True,66.85,4748.7,71,21.54,267.0,9.4
C000098,male,False,False,False,month-to-month,True,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,21.05,113.85,5,1.52,367.0,4.5
C000099,male,False,False,False,two year,False,no,yes,False,False,False,False,False,False,False,Low,bank transfer (automatic),True,True,21.0,1107.2,52,0.24,243.0,8.1
C000100,female,True,True,False,month-to-month,True,fiber optic,yes,False,False,False,True,True,True,True,Premium,electronic check,False,False,98.5,2514.5,25,97.33,233.0,6.0
C000101,male,False,False,False,month-to-month,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,20.2,20.2,1,0.0,303.0,6.8
C000102,female,False,True,True,month-to-month,False,no,yes,False,False,False,False,False,False,False,Low,electronic check,False,False,19.45,19.45,1,0.0,258.0,8.4
C000103,male,False,False,False,one year,False,fiber optic,yes,True,True,False,False,True,True,False,Premium,bank transfer (automatic),True,True,95.0,3605.6,38,93.29,214.0,8.3
C000104,female,True,True,False,one year,False,dsl,no,False,False,False,True,True,True,False,Standard,bank transfer (automatic),True,True,45.55,3027.25,66,9.65,14.0,8.7
C000105,male,False,True,False,two year,True,fiber optic,yes,True,True,False,True,True,True,True,Premium,bank transfer (automatic),True,True,110.0,7611.85,68,109.19,191.0,4.4
C000106,male,False,False,False,month-to-month,False,dsl,no,False,False,False,False,False,False,False,Standard,mailed check,True,False,24.3,100.2,5,9.31,5.0,10.0
C000107,female,False,True,True,one year,False,fiber optic,yes,True,False,True,True,False,True,True,Premium,electronic check,False,False,104.15,7303.05,72,113.58,202.0,6.6
C000108,female,False,False,False,one year,False,dsl,no,False,False,True,False,False,False,False,Standard,mailed check,True,False,30.15,927.65,32,9.92,20.0,9.5
C000109,male,False,False,False,one year,False,fiber optic,yes,True,False,False,False,False,True,True,Premium,mailed check,True,False,94.35,3921.3,43,95.64,0.0,9.6
C000110,male,False,True,True,two year,False,no,yes,False,False,False,False,False,False,False,Low,credit card (automatic),False,True,19.4,1363.25,72,0.0,285.0,10.0
C000111,male,False,True,False,month-to-month,True,fiber optic,yes,True,False,True,True,False,True,False,Premium,electronic check,False,False,96.75,5238.9,55,87.16,253.0,2.7
C000112,female,False,False,False,one year,False,dsl,yes,False,True,True,False,True,False,False,Standard,credit card (automatic),False,True,57.95,3042.25,52,17.25,98.0,6.7
C000113,female,False,False,False,month-to-month,False,fiber optic,yes,False,False,False,True,True,True,False,Premium,electronic check,False,False,91.65,3954.1,43,91.95,277.0,9.8
C000114,female,True,True,False,month-to-month,True,fiber optic,yes,True,False,False,False,False,False,False,Premium,electronic check,False,False,76.5,2868.15,37,88.82,292.0,2.8
C000115,female,False,True,True,two year,False,dsl,no,False,True,False,True,False,True,True,Standard,electronic check,False,False,54.6,3423.5,64,15.42,14.0,6.0
C000116,male,False,True,True,month-to-month,False,fiber optic,yes,False,False,True,True,False,True,False,Premium,electronic check,False,False,89.85,248.4,3,91.36,11.0,7.3
C000117,female,False,False,False,two year,False,dsl,no,False,False,True,False,False,False,False,Standard,bank transfer (automatic),True,True,31.05,1126.35,36,9.14,20.0,8.0
C000118,female,False,True,True,month-to-month,True,fiber optic,yes,True,False,True,False,False,True,True,Premium,electronic check,False,False,100.25,1064.65,10,94.41,183.0,6.8
C000119,female,False,False,False,two year,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,20.65,835.15,41,5.92,311.0,7.9
C000120,male,False,True,True,month-to-month,False,fiber optic,yes,True,True,False,True,False,False,False,Premium,credit card (automatic),False,True,85.2,2151.6,27,88.96,316.0,7.3
C000121,female,False,True,True,one year,False,fiber optic,yes,True,False,False,False,True,True,True,Premium,credit card (automatic),False,True,99.8,5515.45,56,103.76,171.0,8.0
C000122,female,False,False,False,month-to-month,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,20.7,112.75,6,0.0,309.0,8.4
C000123,male,False,False,False,month-to-month,True,fiber optic,yes,True,False,False,False,False,False,False,Premium,electronic check,False,False,74.4,229.55,3,81.41,215.0,5.3
C000124,female,False,True,True,month-to-month,False,dsl,yes,False,False,True,False,False,False,False,Standard,mailed check,True,False,50.7,350.35,7,8.2,63.0,7.6
C000125,female,False,True,True,month-to-month,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,20.85,62.9,4,3.14,355.0,5.1
C000126,male,False,False,False,two year,False,fiber optic,yes,False,True,True,False,False,True,False,Premium,electronic check,False,False,88.95,3027.65,33,99.9,180.0,6.8
C000127,female,True,False,False,month-to-month,True,fiber optic,yes,True,False,False,False,True,False,False,Premium,electronic check,False,False,78.05,2135.5,27,73.1,173.0,6.6
C000128,male,False,True,False,two year,False,no,yes,True,False,False,False,False,False,False,Low,bank transfer (automatic),True,True,23.55,1723.95,72,0.0,213.0,7.9
C000129,male,False,False,False,month-to-month,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,19.75,19.75,1,0.7,274.0,7.2
C000130,male,True,False,False,one year,False,dsl,no,False,False,True,True,False,True,True,Standard,electronic check,False,False,56.45,3985.35,71,14.42,9.0,9.6
C000131,female,False,False,False,month-to-month,False,fiber optic,yes,True,False,False,False,False,False,True,Premium,electronic check,False,False,85.95,1215.65,13,78.2,299.0,6.7
C000132,female,False,True,True,month-to-month,True,dsl,no,False,False,True,True,True,True,True,Standard,credit card (automatic),False,True,58.6,1502.65,25,17.92,0.0,4.7
C000133,male,False,False,False,two year,False,dsl,yes,False,True,False,False,False,False,False,Standard,bank transfer (automatic),True,True,50.55,3260.1,67,9.85,183.0,7.9
C000134,male,False,False,False,month-to-month,True,dsl,no,False,False,False,False,False,False,True,Standard,electronic check,False,False,35.45,35.45,1,13.0,9.0,3.7
C000135,male,False,False,False,month-to-month,True,dsl,yes,False,False,False,False,False,False,False,Standard,electronic check,False,False,44.35,81.25,2,8.71,420.0,4.4
C000136,female,False,False,False,two year,False,no,yes,True,False,False,False,False,False,False,Low,credit card (automatic),False,True,25.7,1188.2,43,8.01,239.0,7.8
C000137,female,False,False,False,month-to-month,False,fiber optic,yes,False,False,True,False,False,False,False,Premium,bank transfer (automatic),True,True,75.0,1778.5,23,71.08,347.0,6.2
C000138,female,False,True,True,two year,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,20.2,1277.75,64,0.0,253.0,8.3
C000139,male,False,False,True,two year,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,19.6,1170.55,57,4.26,206.0,6.2
C000140,female,True,True,False,month-to-month,True,fiber optic,yes,False,False,False,False,False,False,False,Premium,mailed check,True,False,70.45,70.45,1,64.3,227.0,4.2
C000141,female,True,True,True,two year,False,dsl,yes,True,True,True,True,True,True,True,Standard,credit card (automatic),False,True,88.05,6425.65,72,27.55,234.0,9.6
C000142,female,False,False,False,month-to-month,True,dsl,yes,True,True,True,False,False,False,True,Standard,electronic check,False,False,71.15,563.65,8,27.88,304.0,3.8
C000143,female,False,True,False,two year,False,fiber optic,yes,True,False,False,True,False,True,True,Premium,bank transfer (automatic),True,True,101.05,5971.25,61,93.01,373.0,6.5
C000144,male,False,False,False,one year,False,fiber optic,yes,True,False,True,True,False,False,False,Premium,credit card (automatic),False,True,84.3,5289.05,64,85.22,282.0,7.6
C000145,male,True,True,False,two year,False,no,yes,True,False,False,False,False,False,False,Low,bank transfer (automatic),True,True,23.95,1756.2,71,1.54,356.0,6.7
C000146,female,False,True,True,two year,False,fiber optic,yes,True,True,True,True,False,True,False,Premium,credit card (automatic),False,True,99.05,6416.7,65,102.96,163.0,8.5
C000147,male,False,False,False,one year,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,19.6,61.35,3,0.0,212.0,7.6
C000148,male,False,False,False,month-to-month,True,dsl,yes,False,False,False,False,False,False,False,Standard,electronic check,False,False,45.65,45.65,1,7.09,184.0,6.7
C000149,male,False,False,True,one year,False,dsl,yes,False,False,False,True,True,True,False,Standard,credit card (automatic),False,True,64.5,1929.95,30,21.96,278.0,9.4
C000150,male,False,True,True,month-to-month,False,dsl,yes,False,True,False,True,True,False,True,Standard,mailed check,True,False,69.5,1071.4,15,22.33,217.0,7.5
C000151,female,False,True,True,month-to-month,False,dsl,yes,False,True,False,False,False,True,True,Standard,electronic check,False,False,68.55,564.35,8,21.82,315.0,8.6
C000152,male,False,False,False,month-to-month,True,fiber optic,yes,True,False,False,False,False,True,True,Premium,mailed check,True,False,95.0,655.5,7,96.73,166.0,4.6
C000153,female,False,True,True,one year,False,fiber optic,yes,True,False,True,True,True,True,True,Premium,credit card (automatic),False,True,108.15,7930.55,70,104.75,253.0,7.9
C000154,male,False,True,True,two year,False,dsl,yes,False,True,True,True,True,True,True,Standard,electronic check,False,False,86.1,5215.25,62,26.99,311.0,7.6
C000155,female,False,True,True,month-to-month,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,19.7,113.5,6,1.66,64.0,8.4
C000156,female,False,True,True,month-to-month,False,fiber optic,yes,False,False,False,False,False,False,True,Premium,bank transfer (automatic),True,True,80.9,1152.8,14,77.33,440.0,9.7
C000157,female,False,False,False,month-to-month,False,fiber optic,yes,True,False,False,False,False,True,False,Premium,bank transfer (automatic),True,True,84.15,1821.95,22,93.48,224.0,9.3
C000158,male,False,True,True,one year,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,20.15,419.9,22,2.57,67.0,9.4
C000159,male,False,True,True,two year,False,dsl,yes,False,False,True,False,True,True,False,Standard,mailed check,True,False,64.25,1024.0,16,13.32,264.0,8.8
C000160,male,False,False,False,two year,False,no,yes,True,False,False,False,False,False,False,Low,bank transfer (automatic),True,True,25.7,251.6,10,3.54,253.0,8.7
C000161,female,False,False,True,month-to-month,False,dsl,yes,False,False,True,True,False,False,False,Standard,electronic check,False,False,56.0,764.55,13,11.93,242.0,6.5
C000162,female,False,True,False,month-to-month,True,fiber optic,yes,True,False,True,False,False,False,False,Premium,electronic check,False,False,82.4,1592.35,20,86.34,339.0,7.1
C000163,female,False,False,False,month-to-month,False,fiber optic,yes,False,False,False,False,False,False,False,Premium,electronic check,False,False,69.7,135.2,2,75.49,317.0,10.0
C000164,male,False,False,False,two year,False,dsl,yes,True,True,False,True,True,False,True,Standard,bank transfer (automatic),True,True,73.9,3958.25,53,18.07,276.0,7.6
C000165,female,False,True,True,one year,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,20.6,233.9,11,5.02,290.0,7.3
C000166,male,False,True,False,two year,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,19.9,1363.45,69,2.26,240.0,8.9
C000167,female,False,False,False,month-to-month,True,fiber optic,yes,False,False,False,False,False,False,False,Premium,bank transfer (automatic),True,True,70.9,273.0,4,75.01,409.0,5.6
C000168,male,False,True,False,two year,False,dsl,yes,True,True,True,True,True,True,True,Standard,bank transfer (automatic),True,True,89.05,6254.45,72,36.2,116.0,7.5
C000169,male,True,True,False,month-to-month,True,dsl,no,False,False,False,True,True,False,True,Standard,electronic check,False,False,45.3,2651.2,58,12.36,11.0,3.3
C000170,female,False,True,True,month-to-month,False,no,yes,False,False,False,False,False,False,False,Low,electronic check,False,False,20.4,321.4,16,0.0,255.0,8.4
C000171,male,False,True,False,one year,False,fiber optic,yes,False,True,True,False,True,False,False,Premium,bank transfer (automatic),True,True,84.25,3539.25,43,79.8,323.0,8.8
C000172,female,False,True,False,month-to-month,True,fiber optic,yes,True,True,False,False,True,True,True,Premium,electronic check,False,False,104.4,242.8,2,100.32,174.0,5.7
C000173,male,False,True,False,two year,False,dsl,yes,False,True,False,True,True,True,True,Standard,mailed check,True,False,81.95,1181.75,14,24.2,93.0,8.3
C000174,female,False,True,False,one year,True,fiber optic,yes,False,False,False,False,True,True,True,Premium,bank transfer (automatic),True,True,94.85,5000.2,53,96.56,264.0,4.6
C000175,female,False,False,False,one year,False,no,yes,False,False,False,False,False,False,False,Low,bank transfer (automatic),True,True,20.55,654.55,32,1.59,275.0,9.1
C000176,female,False,True,False,month-to-month,False,no,yes,True,False,False,False,False,False,False,Low,electronic check,False,False,24.7,780.2,34,4.38,384.0,8.0
